2.8f0, 0.6428429f0
2.8f0, 0.6428686f0
2.801201f0, 0.64302236f0
2.801201f0, 0.6430006f0
2.8024025f0, 0.64314735f0
2.8024025f0, 0.64317614f0
2.8036036f0, 0.643325f0
2.8036036f0, 0.6433092f0
2.8048048f0, 0.6434574f0
2.8048048f0, 0.6434783f0
2.806006f0, 0.64363146f0
2.806006f0, 0.6436136f0
2.807207f0, 0.64376557f0
2.807207f0, 0.6437809f0
2.8084085f0, 0.6439435f0
2.8084085f0, 0.6439126f0
2.8096097f0, 0.64409673f0
2.8096097f0, 0.644064f0
2.8108108f0, 0.64424336f0
2.8108108f0, 0.6442206f0
2.812012f0, 0.6443663f0
2.812012f0, 0.6443961f0
2.813213f0, 0.6445488f0
2.813213f0, 0.6445231f0
2.8144145f0, 0.64470136f0
2.8144145f0, 0.64467406f0
2.8156157f0, 0.64485383f0
2.8156157f0, 0.64482486f0
2.8168168f0, 0.64496857f0
2.8168168f0, 0.6450063f0
2.818018f0, 0.6451527f0
2.818018f0, 0.6451308f0
2.819219f0, 0.6453047f0
2.819219f0, 0.6452814f0
2.8204205f0, 0.64542633f0
2.8204205f0, 0.64545655f0
2.8216217f0, 0.64560837f0
2.8216217f0, 0.64558196f0
2.8228228f0, 0.6457601f0
2.8228228f0, 0.645732f0
2.824024f0, 0.64591175f0
2.824024f0, 0.64588183f0
2.825225f0, 0.6460315f0
2.825225f0, 0.6460578f0
2.8264265f0, 0.646181f0
2.8264265f0, 0.646209f0
2.8276277f0, 0.6463355f0
2.8276277f0, 0.6463559f0
2.8288288f0, 0.6465112f0
2.8288288f0, 0.64648485f0
2.83003f0, 0.64666224f0
2.83003f0, 0.6466341f0
2.831231f0, 0.64681315f0
2.831231f0, 0.6467832f0
2.8324325f0, 0.646964f0
2.8324325f0, 0.646932f0
2.8336337f0, 0.6470807f0
2.8336337f0, 0.64710915f0
2.8348348f0, 0.64722204f0
2.8348348f0, 0.6472656f0
2.836036f0, 0.6474099f0
2.836036f0, 0.64738286f0
2.8372371f0, 0.64756024f0
2.8372371f0, 0.6475313f0
2.8384385f0, 0.6477176f0
2.8384385f0, 0.6476735f0
2.8396397f0, 0.6478275f0
2.8396397f0, 0.64785534f0
2.8408408f0, 0.6479754f0
2.8408408f0, 0.6480051f0
2.842042f0, 0.6481609f0
2.842042f0, 0.648123f0
2.8432434f0, 0.64827585f0
2.8432434f0, 0.64830005f0
2.8444445f0, 0.6484542f0
2.8444445f0, 0.6484234f0
2.8456457f0, 0.6486109f0
2.8456457f0, 0.64856476f0
2.8468468f0, 0.64871794f0
2.8468468f0, 0.6487479f0
2.848048f0, 0.64890283f0
2.848048f0, 0.648865f0
2.8492494f0, 0.64901173f0
2.8492494f0, 0.6490462f0
2.8504505f0, 0.6491583f0
2.8504505f0, 0.6491952f0
2.8516517f0, 0.6493511f0
2.8516517f0, 0.6493046f0
2.8528528f0, 0.64945704f0
2.8528528f0, 0.6494879f0
2.854054f0, 0.64964217f0
2.854054f0, 0.6496033f0
2.8552554f0, 0.6497494f0
2.8552554f0, 0.64978504f0
2.8564565f0, 0.6499336f0
2.8564565f0, 0.64990073f0
2.8576577f0, 0.65004677f0
2.8576577f0, 0.65007704f0
2.8588588f0, 0.6502305f0
2.8588588f0, 0.6501925f0
2.86006f0, 0.6503732f0
2.86006f0, 0.650343f0
2.8612614f0, 0.6505274f0
2.8612614f0, 0.6504834f0
2.8624625f0, 0.650621f0
2.8624625f0, 0.65067583f0
2.8636637f0, 0.65082425f0
2.8636637f0, 0.6507734f0
2.8648648f0, 0.650918f0
2.8648648f0, 0.65096533f0
2.866066f0, 0.6510692f0
2.866066f0, 0.65110743f0
2.8672674f0, 0.6512613f0
2.8672674f0, 0.65121377f0
2.8684685f0, 0.6514026f0
2.8684685f0, 0.65136397f0
2.8696697f0, 0.65154475f0
2.8696697f0, 0.65151316f0
2.8708708f0, 0.65169775f0
2.8708708f0, 0.65165263f0
2.872072f0, 0.6517895f0
2.872072f0, 0.65184534f0
2.8732734f0, 0.65194035f0
2.8732734f0, 0.6519863f0
2.8744745f0, 0.6521407f0
2.8744745f0, 0.6520838f0
2.8756757f0, 0.65228075f0
2.8756757f0, 0.65223366f0
2.8768768f0, 0.6524217f0
2.8768768f0, 0.65238255f0
2.878078f0, 0.65251243f0
2.878078f0, 0.6525753f0
2.8792794f0, 0.65266293f0
2.8792794f0, 0.65271544f0
2.8804805f0, 0.6528623f0
2.8804805f0, 0.65281224f0
2.8816817f0, 0.6530093f0
2.8816817f0, 0.65295494f0
2.8828828f0, 0.6531494f0
2.8828828f0, 0.6531035f0
2.884084f0, 0.6532394f0
2.884084f0, 0.653296f0
2.8852854f0, 0.65338826f0
2.8852854f0, 0.6534364f0
2.8864865f0, 0.6535362f0
2.8864865f0, 0.6535774f0
2.8876877f0, 0.6537233f0
2.8876877f0, 0.6536834f0
2.8888888f0, 0.6538133f0
2.8888888f0, 0.65387535f0
2.89009f0, 0.6539617f0
2.89009f0, 0.65401524f0
2.8912914f0, 0.65410924f0
2.8912914f0, 0.6541557f0
2.8924925f0, 0.6542351f0
2.8924925f0, 0.6543151f0
2.8936937f0, 0.6543916f0
2.8936937f0, 0.65444714f0
2.8948948f0, 0.65453863f0
2.8948948f0, 0.65458727f0
2.896096f0, 0.654685f0
2.896096f0, 0.6547278f0
2.8972974f0, 0.6548125f0
2.8972974f0, 0.65488505f0
2.8984985f0, 0.65496653f0
2.8984985f0, 0.65501827f0
2.8996997f0, 0.6551636f0
2.8996997f0, 0.6551125f0
2.9009008f0, 0.6552391f0
2.9009008f0, 0.65531594f0
2.902102f0, 0.6554547f0
2.902102f0, 0.6553929f0
2.9033034f0, 0.6556004f0
2.9033034f0, 0.6555325f0
2.9045045f0, 0.65573347f0
2.9045045f0, 0.65568346f0
2.9057057f0, 0.6558175f0
2.9057057f0, 0.6558785f0
2.9069068f0, 0.65602374f0
2.9069068f0, 0.6559627f0
2.908108f0, 0.6561767f0
2.908108f0, 0.6560949f0
2.9093094f0, 0.65624034f0
2.9093094f0, 0.65630805f0
2.9105105f0, 0.6563852f0
2.9105105f0, 0.65644723f0
2.9117117f0, 0.65659887f0
2.9117117f0, 0.65652347f0
2.9129128f0, 0.6566612f0
2.9129128f0, 0.6567374f0
2.914114f0, 0.6568057f0
2.914114f0, 0.6568762f0
2.9153154f0, 0.6570286f0
2.9153154f0, 0.656943f0
2.9165165f0, 0.6570798f0
2.9165165f0, 0.6571668f0
2.9177177f0, 0.6573126f0
2.9177177f0, 0.65722394f0
2.9189188f0, 0.657444f0
2.9189188f0, 0.6573738f0
2.9201202f0, 0.6575966f0
2.9201202f0, 0.65750396f0
2.9213214f0, 0.65764713f0
2.9213214f0, 0.65772784f0
2.9225225f0, 0.6578896f0
2.9225225f0, 0.6577747f0
2.9237237f0, 0.65801173f0
2.9237237f0, 0.6579323f0
2.9249249f0, 0.6580524f0
2.9249249f0, 0.658165f0
2.9261262f0, 0.65830314f0
2.9261262f0, 0.6582032f0
2.9273274f0, 0.65843445f0
2.9273274f0, 0.6583516f0
2.9285285f0, 0.6585733f0
2.9285285f0, 0.6584928f0
2.9297297f0, 0.65861297f0
2.9297297f0, 0.6587261f0
2.9309309f0, 0.65887284f0
2.9309309f0, 0.65875435f0
2.9321322f0, 0.6590034f0
2.9321322f0, 0.65890265f0
2.9333334f0, 0.65914226f0
2.9333334f0, 0.65904295f0
2.9345345f0, 0.65928125f0
2.9345345f0, 0.65918297f0
2.9357357f0, 0.65942043f0
2.9357357f0, 0.65932256f0
2.9369369f0, 0.6594478f0
2.9369369f0, 0.65956676f0
2.9381382f0, 0.6595869f0
